isomer_a	isomer_b	assigned_a	assigned_b	ambiguous	unassigned	total_reads_seen	isomer_a_fraction	isomer_b_fraction	method
contig_1_circular_A	contig_1_circular_B	NA	NA	NA	NA	NA	NA	NA	assembly_only_candidates
